assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,gender,cksupport1,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
81,150,24,8000,255,80,255,1875,25,25,58,56,1,55,120,1,58,25,255,80,Hibernian,58,0,-1,0,211221,4,7,-1,50,0,2,4,0,6,0,0,20421,0,1,148,80,0,2,68,1,67,68,67,-3,2,66,0,-1,66,0,0,0,189462,263188,0,189462,0,0,0,0,3,2,189462,6,81,0,4251668,0,0,0,211221,0,0,211221,0,4,0,3,0,67,173,5,0,211221,0,211221,2,2,0,0,316,0,-1,528404,67
82,12,12,4300,255,80,255,1869,25,19,25,205,1,55,50,1,25,25,255,80,Kilmarnock,150,0,-1,0,223871,0,3,-1,50,0,2,4,0,3,0,0,18128,3,0,247,100805,0,0,66,15,65,66,65,-4,2,65,0,-1,65,0,0,0,223871,263496,0,223871,0,0,0,0,3,3,223871,6,82,0,4219208,0,0,0,246846,0,0,223871,0,1,0,3,0,65,173,7,0,223871,0,223871,2,1,0,0,316,0,-1,528712,65
83,159,255,4100,51,100,153,1886,1,251,1,2,1,55,180,1,1,1,0,100,Motherwell,20,0,-1,0,199146,0,5,-1,30,1,2,4,0,4,0,0,13677,0,2,331,86,0,1,62,1,64,62,64,-3,2,64,0,-1,64,0,0,0,199146,4195400,0,199146,0,0,0,0,2,3,199146,9,83,0,548936,0,0,0,275522,1,0,199146,0,1,0,3,0,64,173,7,0,199146,0,199146,2,2,0,0,316,0,-1,528456,64
86,80,50,60000,255,50,255,1872,30,50,80,210,2,55,80,2,80,30,255,50,Rangers,255,0,-1,0,195479,0,10,-1,90,0,1,4,0,8,0,0,50817,0,1,186,78,0,2,74,1,74,74,73,-4,1,73,1,-1,73,0,0,0,195479,66176,0,216860,0,0,0,0,34,2,195479,5,86,0,115328,0,0,0,195479,0,0,195479,0,55,0,3,0,74,173,2,0,195479,0,195479,2,6,0,0,316,0,-1,132224,73
88,35,1,25000,255,40,255,1875,10,1,10,102,1,52,35,1,10,10,255,40,Birmingham City,163,0,-1,0,243589,0,10,-1,50,0,2,4,0,4,0,0,29409,0,2,54,2,0,2,70,1,70,70,69,-1,1,71,0,-1,71,2,0,0,237424,262792,2,243589,0,0,0,0,0,1,237424,4,88,0,4194952,0,0,0,242386,0,0,237424,0,0,0,3,0,70,135,1,0,270578,0,237424,2,1,0,0,316,0,-1,525448,69
89,28,212,6500,255,40,255,1905,1,242,10,43,1,51,28,1,10,1,255,40,Charlton Ath,43,0,-1,0,240863,0,8,-1,50,0,2,4,0,4,0,0,27111,0,0,285,97,0,0,66,1,65,66,66,0,2,65,2,-1,65,0,0,0,240863,263233,2,240863,0,0,0,0,1,2,240863,10,89,0,4218945,0,0,0,224842,1,0,240863,0,0,0,3,0,65,135,3,0,187157,0,240863,2,1,0,0,316,0,-1,528449,66
91,255,255,10000,1,255,1,1884,255,255,1,255,1,52,255,1,255,1,1,1,Derby County,255,0,-1,0,232412,0,3,-1,30,0,2,4,0,5,0,0,33597,0,2,134,14,0,2,67,1,69,67,68,-1,2,69,2,-1,69,2,0,0,232412,4195409,2,220019,0,0,0,0,1,2,220019,6,91,0,548945,0,0,0,232412,0,0,232412,0,2,0,3,0,69,135,6,0,226507,0,232412,2,1,0,0,316,0,-1,528465,68
92,1,1,2150,255,1,255,1878,1,1,1,1,1,53,1,1,1,1,255,1,Grimsby Town,1,0,-1,0,236209,0,4,-1,50,0,2,4,0,2,0,0,9052,8,0,577,149,0,2,61,1,62,61,62,0,2,62,0,-1,62,0,0,0,236209,263232,0,236209,0,0,0,0,0,2,236209,7,92,0,4218944,0,0,0,203500,0,0,236209,0,0,0,3,0,62,135,6,0,203500,0,236209,2,1,0,0,316,0,-1,528448,62
94,85,30,370000,255,85,255,1878,30,30,165,150,2,52,85,2,165,30,255,85,Ipswich,165,0,-1,0,246685,0,1,-1,50,0,2,5,0,4,0,0,29673,0,2,229,1792,0,2,74,1,74,74,77,1,2,74,0,-1,75,2,0,0,246685,263298,0,246685,0,0,0,0,1,1,246685,7,94,1,4219010,0,0,1,197975,0,0,246685,0,1,0,3,0,75,143,4,0,259031,0,246685,2,1,0,0,366,0,-1,528514,75
95,51,0,625000,255,77,255,1884,37,57,173,160,2,52,101,2,173,37,255,77,Leicester City,189,0,-1,0,257504,0,3,-1,50,0,2,3,0,7,1,0,32261,0,0,272,14,0,2,75,1,74,74,76,-1,2,72,0,-1,73,0,0,0,257504,263168,3,257504,0,0,0,0,1,2,257504,4,95,0,4251648,0,0,0,208830,0,0,257504,0,1,0,3,0,75,143,6,0,208830,0,257504,2,4,0,0,366,0,-1,528384,76
97,36,33,22000,255,36,255,1885,33,33,115,115,1,51,36,1,115,33,255,36,Millwall,115,0,-1,0,203505,0,5,-1,30,0,1,4,0,3,0,0,20146,0,2,285,19,0,1,69,1,70,69,65,0,2,70,2,-1,70,2,0,0,204412,4195400,2,203505,0,0,0,0,0,2,204412,3,97,0,548936,0,0,0,216481,0,0,204412,0,0,0,3,0,70,135,4,0,74865,0,204412,2,1,0,0,316,0,-1,528456,65
106,1,231,19500,255,1,255,1879,231,221,1,1,1,54,1,1,1,231,255,1,Sunderland,1,0,-1,0,221982,0,5,-1,50,0,2,4,0,6,0,0,48707,4,2,467,13,0,2,72,1,72,72,69,-1,2,72,0,-1,72,2,0,0,221982,263232,0,221982,0,0,0,0,2,2,221982,9,106,0,4235328,0,0,0,258483,0,0,221982,0,6,0,3,0,72,135,5,0,221982,0,221982,2,1,0,0,316,0,-1,528448,69
109,36,1,120000,255,250,255,1878,250,1,106,106,1,52,36,1,250,1,255,36,West Brom,136,0,-1,0,213798,0,7,-1,50,0,2,4,0,5,0,0,26850,0,2,525,110,0,2,71,1,71,71,72,-1,1,70,0,-1,70,2,0,0,213798,262680,2,213798,0,0,0,0,5,2,213798,2,109,0,4211224,0,0,0,186158,0,0,213798,0,1,0,3,0,71,135,4,0,225668,0,213798,2,1,0,0,316,0,-1,525336,72
110,185,253,550000,30,1,30,1877,1,229,1,19,2,52,152,2,1,1,30,1,Wolves,59,0,-1,0,240243,1,4,-1,30,0,2,3,0,6,0,0,32750,0,0,531,109,0,2,77,1,77,78,76,-2,2,75,0,-1,75,0,0,0,240243,4195336,2,240243,0,0,0,0,4,4,240243,5,110,0,565256,0,0,0,227928,1,0,240243,0,3,0,3,0,76,143,3,0,238756,0,240243,2,3,0,0,366,0,-1,528392,76
111,0,0,0,0,255,0,1800,255,0,255,0,1,0,0,1,255,255,0,255,Home,0,0,-1,0,1,4,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,2,1,5,111,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,6,5,0,1,0,1,2,5,0,0,316,0,-1,0,0
112,0,0,0,0,255,0,2000,255,0,255,0,1,0,0,1,255,255,0,255,Away,0,0,-1,0,1,4,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,2,1,5,112,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,6,5,0,1,0,1,2,5,0,0,316,0,-1,0,0
121,1,231,1975,255,95,255,1877,1,231,60,1,1,53,1,1,60,1,255,95,Crewe Alexandra,1,0,-1,0,266122,0,4,-1,50,0,2,4,0,2,0,0,10153,4,0,125,1928,0,2,62,1,62,62,62,-2,2,61,0,-1,61,0,0,0,266122,263170,0,266122,0,0,0,0,0,2,240981,10,121,0,4218882,0,0,0,223381,0,0,266122,0,0,0,3,0,62,135,8,0,204860,0,266122,2,1,0,0,316,0,-1,528386,62
127,51,1,3000,0,88,255,1886,0,1,176,204,1,52,80,1,176,0,163,88,Shrewsbury,204,0,-1,0,217140,0,4,-1,30,0,2,4,0,2,0,0,9875,27,0,449,1803,0,0,63,1,63,63,61,-2,2,63,0,-1,63,0,0,0,241397,4195328,0,241397,0,0,0,0,0,2,217140,8,127,0,548864,0,0,0,195126,0,0,241397,0,0,0,3,0,63,135,6,0,195126,0,241397,2,1,0,0,316,0,-1,528384,61
142,14,202,2400,255,14,255,1879,232,232,9,9,1,53,14,1,9,232,255,14,Doncaster,9,0,-1,0,235915,0,7,-1,50,0,2,4,0,3,0,0,15231,4,0,139,1797,0,0,62,1,62,62,63,-1,1,62,0,-1,62,0,0,0,235915,262794,0,235915,0,0,0,0,0,2,235915,7,142,0,4194954,0,0,0,243613,0,0,235915,0,0,0,3,0,62,135,5,0,260723,0,235915,2,1,0,0,316,0,-1,525450,63
143,28,227,3800,255,40,255,1901,30,30,30,38,1,50,30,1,30,30,255,40,Exeter City,30,0,-1,0,241711,0,3,-1,30,0,2,4,0,3,0,0,8219,0,0,159,1929,0,2,63,1,64,63,64,-3,1,64,0,-1,64,0,0,0,241711,4194946,0,241711,0,0,0,0,0,2,241711,10,143,0,574082,0,0,0,186562,1,0,241711,0,0,0,3,0,64,135,7,0,186562,0,241711,2,1,0,0,316,0,-1,525442,64
144,255,255,780000,1,1,1,1879,1,255,1,255,2,51,255,2,1,1,1,1,Fulham,255,0,-1,0,213655,0,5,-1,50,0,2,3,0,5,0,0,25700,0,0,285,15,0,2,77,1,77,75,77,0,1,78,0,-1,78,0,0,0,236699,262784,2,236699,0,0,0,0,0,3,236699,7,144,0,4211328,0,0,0,192563,0,0,236699,0,0,0,3,0,77,143,4,0,204838,0,236699,2,4,0,0,366,0,-1,525440,75
149,1,228,3900,255,1,255,1884,255,1,1,43,1,53,1,1,1,255,255,1,Lincoln City,1,0,-1,0,257508,0,6,-1,50,0,1,4,0,3,0,0,10669,1,0,603,92,0,1,65,3,65,65,67,0,3,65,0,-1,65,0,0,0,257508,270346,0,257508,0,0,0,0,0,2,257508,6,149,0,4231178,0,0,0,204219,0,0,257508,0,0,0,3,0,65,135,5,0,194018,0,257508,2,1,0,0,316,0,-1,526346,67
159,1,1,12970,157,150,1,1905,150,255,150,1,1,52,255,1,150,150,91,150,Arminia Bielefeld,255,0,-1,0,276610,0,8,-1,65,0,2,4,0,4,0,0,27332,0,1,51,10030,0,1,65,1,65,65,66,8,1,65,1,-1,65,1,0,0,276610,131586,1,252861,0,0,0,0,0,2,276610,4,159,0,147970,0,0,0,231897,1,0,259453,0,0,0,4,0,65,123,5,1,231897,0,276610,2,1,0,0,316,0,-1,263170,66
160,86,20,78320,255,66,255,1938,52,17,200,162,2,51,78,2,200,52,255,66,VfL Bochum 1848,207,0,-1,1,224423,0,3,-1,30,0,2,3,1,5,0,0,27500,3,1,57,34,0,1,73,1,73,73,73,7,3,72,1,-1,72,1,0,0,224423,4202564,1,224423,0,0,0,0,0,2,224423,7,160,0,544836,0,0,0,235297,0,0,228080,0,0,0,4,0,73,113,8,1,246708,0,224423,2,1,0,0,316,0,-1,526404,73
162,15,242,2000,255,255,255,1966,255,230,255,30,1,51,52,1,255,255,255,255,Energie Cottbus,20,0,-1,0,224518,0,2,-1,30,0,2,4,0,3,0,0,22528,0,1,683,503,0,1,65,3,64,65,65,14,1,63,1,-1,63,1,0,0,224518,4194944,0,257286,0,0,0,0,0,4,224518,9,162,0,524928,0,0,0,224661,1,0,257286,0,0,0,4,0,64,123,10,1,224518,0,257286,2,1,0,0,316,0,-1,525440,65
165,153,1,29600,255,205,255,1903,205,37,205,50,1,49,87,1,205,205,255,205,Fürth ,38,0,-1,0,212192,0,6,-1,50,0,2,4,0,2,0,0,16626,0,1,172,171,0,1,69,1,68,69,67,10,1,68,1,-1,68,1,0,0,212192,262660,1,212192,0,0,0,0,0,2,212192,10,165,0,4227588,0,0,0,209504,0,0,209504,0,3,0,4,0,68,115,9,1,212192,0,212192,2,1,0,0,316,0,-1,525316,67
166,105,1,180520,255,135,255,1892,135,15,135,180,1,52,55,1,135,135,255,135,Hertha BSC,160,0,-1,1,239744,0,9,-1,50,0,1,4,0,5,1,0,74475,0,1,47,1831,0,1,70,1,70,70,71,13,1,70,1,-1,70,1,0,0,239744,262656,3,239744,0,0,0,0,0,2,239744,7,166,0,4211200,0,0,0,204776,0,0,239744,0,2,0,4,0,70,115,10,1,239744,0,239744,2,3,0,0,316,0,-1,525312,71
169,6,227,129020,250,20,250,1905,235,165,20,19,2,49,165,2,20,235,250,20,1. FSV Mainz 05,165,0,-1,1,225309,0,4,-1,30,0,2,4,0,3,1,0,33305,0,1,296,1824,0,1,76,1,75,76,80,8,2,74,1,-1,74,1,0,0,225309,4195330,3,225309,0,0,0,0,0,2,225309,5,169,0,581634,0,0,0,244257,1,0,225309,0,0,0,4,0,75,113,9,1,225309,0,225309,2,2,0,0,366,0,-1,528386,80
171,16,194,56700,1,225,1,1900,225,255,225,43,1,49,255,1,225,225,1,225,1. FC Nürnberg,255,0,-1,0,256674,0,7,-1,30,0,2,4,0,5,0,0,50000,0,1,355,165,0,1,69,1,68,69,68,11,2,67,1,-1,67,1,0,0,256674,4195328,1,256674,0,0,0,0,4,3,266422,6,171,0,532480,0,0,0,203030,0,0,266422,0,9,0,4,0,68,115,8,1,256674,0,256674,2,1,0,0,316,0,-1,528384,68
172,1,245,3780,235,230,50,1925,230,255,230,43,1,48,255,1,230,230,80,230,Unterhaching,255,0,-1,0,202087,0,4,-1,30,0,1,4,2,2,0,0,15053,6,1,655,33,0,1,63,3,63,63,62,11,2,62,1,-1,62,1,0,0,202087,4195400,1,202087,0,0,0,0,0,2,202087,8,172,0,565320,0,0,0,211893,0,0,202087,0,0,0,4,0,63,123,10,1,234283,0,202087,2,1,0,0,316,0,-1,528456,62
175,180,100,340170,255,210,255,1945,210,90,210,45,2,52,225,2,210,210,255,210,VfL Wolfsburg,2,0,-1,1,206511,0,6,-1,50,0,2,4,0,3,1,0,30000,0,1,530,485,0,1,76,1,77,76,78,10,2,76,1,-1,76,1,0,0,206511,263169,3,206511,0,0,0,0,1,2,206511,4,175,0,4218881,0,0,0,206511,0,0,206511,0,1,0,4,0,77,113,3,1,206511,0,206511,2,5,0,0,366,0,-1,528385,78
180,25,25,3800,255,255,255,1893,255,15,255,112,1,56,40,1,255,255,255,255,Dundee FC,150,0,-1,0,245404,0,2,-1,50,0,2,4,0,3,0,0,11506,0,2,146,181,0,2,64,3,64,64,61,-2,2,63,0,-1,63,0,0,0,262361,263172,0,74864,0,0,0,0,1,3,74864,6,180,0,4218884,0,0,0,198624,0,0,245404,0,1,0,3,0,64,173,8,0,227758,0,245404,2,1,0,0,316,0,-1,528388,61
181,120,255,4000,1,30,1,1909,30,255,0,0,1,56,120,1,30,255,1,120,Dundee United,0,0,-1,0,241244,0,3,-1,50,0,2,4,0,3,0,0,14209,0,0,146,180,0,0,64,0,65,64,64,-2,3,65,0,-1,65,0,0,0,241875,270336,0,241244,0,0,0,0,2,2,241875,8,181,0,4198400,0,0,0,209935,0,0,232519,0,1,0,3,0,65,173,8,0,236528,0,241244,2,1,0,0,316,0,-1,526336,64
189,64,0,300000,17,33,172,1909,29,250,30,128,2,44,250,2,30,29,20,33,Bologna,250,0,-1,0,233556,0,5,-1,90,0,2,4,0,5,0,0,36462,23,1,60,110374,0,1,77,3,76,77,75,11,1,75,1,-1,76,1,0,0,240915,66180,1,244270,0,0,0,0,2,3,240915,5,189,0,66180,0,0,0,202024,1,0,240915,0,7,0,4,0,76,136,4,1,233556,0,233556,2,2,0,0,366,0,-1,132228,74
191,0,197,240000,255,204,255,1933,202,50,206,11,1,47,60,1,206,202,255,204,RB Salzburg,124,0,-1,0,274288,0,10,-1,50,0,2,4,0,6,0,0,30188,1,1,418,254,0,1,72,3,71,72,69,12,1,66,1,-1,66,1,0,0,274288,262784,2,274288,0,0,0,0,9,4,274288,7,191,0,4227712,0,0,0,246402,0,0,274288,0,17,0,4,0,71,124,6,1,274288,0,274288,2,6,0,0,366,0,-1,525440,69
205,30,30,40000,54,30,255,1907,30,0,30,30,1,45,130,1,30,30,130,30,Venezia,35,0,-1,0,253162,0,1,-1,30,0,2,4,0,1,0,0,12048,25,1,651,206,0,1,72,1,71,72,71,12,2,69,1,-1,69,1,0,0,253162,4195584,2,253162,0,0,0,0,1,4,253162,6,205,0,549120,0,0,0,262396,1,0,253162,0,0,0,4,0,71,136,7,1,253162,0,253162,2,1,0,0,316,0,-1,528640,71
206,229,255,80000,148,30,1,1903,30,1,30,7,2,45,62,2,30,30,76,30,Hellas Verona,107,0,-1,0,222148,0,4,-1,50,0,2,4,0,4,0,0,31045,0,1,511,205,0,1,73,3,73,74,72,10,3,74,1,-1,72,1,0,0,222148,270342,2,222148,0,0,0,0,0,1,222148,2,206,0,4214790,0,0,0,213404,0,0,222148,0,1,0,4,0,73,136,9,1,222148,0,222148,2,1,0,0,316,0,-1,526342,72
209,1,1,76000,255,204,255,1909,202,2,206,1,1,47,2,1,206,202,255,204,SK Sturm Graz,2,0,-1,0,270017,0,7,-1,50,0,2,4,0,6,0,1,16364,0,1,194,254,0,1,70,1,69,70,66,15,2,68,1,-1,68,1,0,0,245058,263306,2,270017,0,0,0,0,7,2,270017,5,209,0,4235402,0,0,0,245058,0,0,270017,0,4,0,4,0,69,124,6,1,245058,0,270017,2,4,0,0,316,0,-1,528522,66
210,71,47,34000,6,1,229,1913,1,250,1,135,1,49,250,1,1,1,5,1,SM Caen,250,0,-1,0,244863,4,7,-1,65,0,1,4,0,3,0,0,20300,0,1,89,1738,0,1,67,3,67,67,68,0,1,67,1,-1,67,0,0,0,233366,131840,1,233366,0,0,0,0,0,3,244863,8,210,0,164608,0,0,1,184190,1,0,233366,0,0,0,4,0,67,103,5,1,223510,0,244863,2,1,0,0,316,0,-1,263424,68
211,77,12,98000,255,77,255,1911,12,12,162,162,2,45,77,2,162,12,255,77,Dinamo Zagreb,162,0,-1,0,262842,0,10,-1,50,0,2,4,0,6,0,0,35423,3,1,700,263,0,1,71,1,71,71,69,16,1,70,0,-1,70,1,0,0,262842,262656,0,262842,0,0,0,0,17,2,262842,10,211,0,4243968,0,0,0,229593,0,0,262842,0,25,0,5,0,71,110,9,1,262842,0,262842,2,6,0,0,316,0,-1,525312,69
217,103,235,63500,1,1,1,1926,1,250,1,11,2,47,250,2,1,1,1,1,FC Lorient,250,0,-1,0,242655,4,10,-1,50,0,2,4,0,3,0,0,14340,0,1,287,74,0,1,70,0,71,70,71,-3,1,71,1,-1,71,0,0,0,242655,262664,1,242655,0,0,0,0,1,1,242655,4,217,0,4227592,0,0,0,213367,1,0,242655,0,0,0,4,0,71,103,5,1,242655,0,242655,2,1,0,0,316,0,-1,525320,71
219,250,250,460000,214,1,1,1899,1,102,1,250,2,43,204,2,1,1,151,1,OM,255,0,-1,0,246147,4,7,-1,65,0,2,4,0,8,1,0,67394,47,1,306,73,0,1,79,1,78,79,76,5,1,77,1,-1,77,1,0,0,246147,131712,3,246147,0,0,1,0,10,4,246147,2,219,0,131712,0,0,0,242835,1,0,213648,0,9,0,4,0,78,100,4,1,246147,0,246147,2,5,0,0,366,0,-1,263296,76
229,48,94,120000,255,204,255,1908,202,1,206,111,2,50,1,2,206,202,255,204,RSC Anderlecht,1,0,-1,0,203486,0,10,-1,90,0,2,4,0,6,0,1,21500,48,1,79,232,0,1,74,1,73,74,77,4,1,71,1,-1,71,1,0,0,212501,66052,2,203486,0,0,0,0,9,3,203486,10,229,1,66052,0,0,0,200059,1,0,228687,0,34,0,8,0,73,122,2,1,228687,0,203486,2,5,0,0,316,0,-1,132100,77
230,29,238,120000,250,204,250,1880,202,1,206,29,2,51,1,2,206,202,250,204,Royal Antwerp FC,1,0,-1,0,204060,0,9,-1,65,0,2,4,0,5,0,1,16144,4,1,616,231,0,1,71,1,72,71,77,4,1,71,1,-1,71,1,0,0,204060,131600,0,204060,0,0,0,0,4,1,247771,7,230,0,147984,0,0,0,184087,0,0,204060,0,5,0,8,0,72,122,3,1,226537,0,204060,2,5,0,0,316,0,-1,263184,77
231,120,1,184000,1,204,1,1891,202,255,206,190,2,51,255,2,206,202,1,204,Club Brugge,255,0,-1,0,256948,0,10,-1,90,0,2,4,0,6,0,1,29062,0,1,78,229,0,1,75,1,74,75,74,3,1,74,1,-1,74,1,0,0,251479,66176,2,251479,0,0,0,0,11,3,251479,6,231,0,115328,0,0,0,200155,0,0,251479,0,19,0,8,0,74,122,2,1,200155,0,251479,2,6,0,0,366,0,-1,132224,74
232,46,238,82000,255,204,255,1898,202,162,206,36,1,50,144,1,206,202,255,204,Standard Liège,97,0,-1,0,261143,0,8,-1,30,0,2,4,1,5,0,1,27670,0,1,278,229,0,1,66,1,69,66,70,5,2,69,1,-1,69,1,0,0,261143,4195328,2,261143,0,0,0,0,8,2,261143,7,232,0,565248,0,0,1,238409,0,0,261143,0,10,0,8,0,69,122,5,1,234683,0,261143,2,5,0,0,316,0,-1,528384,70
234,37,220,400000,255,37,255,1904,220,220,25,25,2,38,37,2,25,220,255,37,SL Benfica,25,0,-1,0,183898,0,10,-1,90,0,2,4,0,9,0,2,65000,1,1,281,236,0,1,79,1,79,79,79,-9,1,78,1,-1,78,1,0,0,183898,66050,3,183898,0,0,2,0,26,3,243245,10,234,0,98818,0,0,0,192366,0,0,183898,0,38,0,4,0,79,183,5,0,183898,0,183898,2,6,0,0,366,0,-1,132098,79
236,95,0,310000,255,70,255,1893,30,30,150,167,2,41,70,2,150,30,255,70,FC Porto,150,0,-1,0,260599,0,10,-1,65,0,2,3,0,8,0,2,50033,0,1,385,234,0,1,76,1,76,76,75,-8,1,74,1,-1,74,1,0,0,260599,131713,1,260599,0,0,2,0,20,4,260599,7,236,2,164481,0,0,0,234577,1,0,251615,0,30,0,4,0,76,183,4,0,277581,0,251615,2,7,0,0,366,0,-1,263297,75
237,101,2,290000,255,255,255,1906,255,30,255,73,2,38,140,2,255,255,255,255,Sporting CP,0,0,-1,0,244778,0,10,-1,90,0,2,4,0,7,0,2,50095,0,1,281,234,0,1,79,1,79,79,86,-9,1,78,1,-1,78,1,0,0,240950,66176,0,244669,0,0,0,0,17,5,240950,9,237,0,98944,0,0,0,244669,0,0,240950,0,20,0,4,0,79,183,5,0,241651,0,240950,2,5,0,0,366,0,-1,132224,86
240,0,255,1287000,108,1,25,1903,1,255,1,0,2,40,254,2,1,1,31,1,Atlético de Madrid,254,0,-1,0,194765,4,9,-1,50,0,2,5,0,9,1,0,68456,0,2,295,243,0,1,80,1,82,80,84,-3,2,82,0,-1,81,2,0,0,194765,263296,3,194765,0,220440,0,0,10,4,194765,5,240,3,4235392,0,0,0,200389,1,0,194765,246191,11,0,4,0,82,125,4,1,194765,0,194765,2,9,216460,0,366,0,-1,528512,84
241,57,3,4138200,60,200,154,1899,200,255,200,128,3,41,231,3,200,200,0,200,FC Barcelona,0,0,-1,0,233419,4,10,-1,70,0,2,4,0,10,0,0,99354,0,2,36,243,0,1,85,1,85,86,85,2,1,83,0,-1,83,2,0,0,233419,66176,2,233419,0,253163,5,0,31,3,233419,8,241,0,115328,0,0,0,233419,0,0,233419,278046,27,0,4,0,84,125,8,1,188545,0,233419,2,9,188545,0,366,0,-1,132224,86
242,91,47,75000,255,50,255,1906,0,250,100,214,1,43,250,1,100,0,255,50,RC Deportivo,255,0,-1,0,264492,4,4,-1,50,1,2,4,0,7,0,0,32660,0,2,257,450,0,1,71,1,69,71,67,-8,1,68,0,-1,69,2,0,0,260463,262792,0,264492,0,0,0,0,2,4,264492,7,242,0,4244104,0,0,0,223284,1,0,264492,0,1,0,0,0,70,126,9,1,264492,0,264492,2,1,0,0,316,0,-1,525448,67
243,255,255,4432500,130,1,45,1902,1,225,1,255,3,40,225,3,1,1,65,1,Real Madrid,255,0,-1,0,243812,4,10,-1,70,0,2,3,0,10,1,0,85000,0,2,295,241,0,1,86,1,85,86,88,-3,1,82,0,-1,81,2,0,0,239053,131712,3,243812,0,241637,15,0,20,4,243812,4,243,2,180864,0,0,0,239053,0,0,243812,231747,37,0,4,0,85,125,5,1,238794,0,243812,2,10,278349,0,366,0,-1,263296,89
244,61,32,7000,255,255,255,1932,255,244,255,162,1,41,244,1,255,255,255,255,Real Zaragoza,255,0,-1,0,213937,4,7,-1,65,0,2,4,0,5,0,0,33608,0,2,537,110839,0,1,70,1,69,70,69,0,1,68,0,-1,69,2,0,0,213937,131600,0,213937,0,0,0,0,6,3,213937,6,244,0,180752,0,0,0,256341,0,0,213937,0,0,0,4,0,69,126,5,1,213937,0,213937,2,2,0,0,316,0,-1,263184,69
245,20,225,425000,255,66,255,1900,35,30,66,20,2,52,30,2,66,35,255,66,Ajax,30,0,-1,0,183711,0,10,-1,65,0,2,4,0,9,1,0,55885,20,2,16,246,0,2,77,1,76,77,76,4,1,74,2,-1,74,2,0,3,183711,131720,3,255009,0,0,4,0,20,3,183711,9,245,1,180872,0,0,0,183711,1,0,183711,0,36,0,4,0,76,170,7,1,255009,0,183711,2,6,0,0,366,0,-1,263304,76
246,255,255,333429,45,120,225,1908,120,50,120,255,2,51,158,2,120,120,24,120,Feyenoord,50,0,-1,0,228010,0,10,-1,90,0,2,4,0,7,0,1,51117,36,2,412,245,0,2,74,1,76,74,74,4,1,75,1,-1,75,2,0,0,228010,66178,0,70726,0,0,1,0,14,1,228010,8,246,2,66178,0,0,0,247103,0,0,228010,0,16,0,4,0,76,170,4,1,271400,0,228010,2,6,0,0,366,0,-1,132226,74
247,1,232,302571,255,35,255,1913,35,77,35,1,2,51,197,2,35,35,255,35,PSV,211,0,-1,0,253109,0,10,-1,90,0,2,4,0,7,0,0,35000,0,2,150,245,0,2,79,1,78,79,78,5,1,75,2,-1,75,2,0,0,253109,66184,2,253109,0,0,1,0,11,2,253109,6,247,1,82568,0,0,0,189805,0,0,253109,0,25,0,4,0,78,170,8,1,189805,0,253109,2,6,0,0,366,0,-1,132232,78
252,255,255,37500,1,204,1,1908,202,204,206,255,1,48,1,1,206,202,1,204,LASK,1,0,-1,0,201290,0,9,-1,30,0,2,4,0,4,0,1,19080,29,1,639,110720,0,1,69,1,69,69,72,11,1,69,1,-1,69,1,0,0,191783,4194944,2,201290,0,0,0,0,1,2,201290,5,252,0,574080,0,0,0,209196,0,0,213301,0,1,0,4,0,69,124,5,1,191783,0,201290,2,5,0,0,316,0,-1,525440,72
